date_seen,mean_rent,rent_high,rent_low,pct_vacant
2020-05-26,2877.289705882353,3232.3029411764705,2522.2764705882355,0.09404347826086906
2020-05-27,2869.664619164619,3241.135135135135,2498.1941031941033,0.09613043478260865
2020-05-28,2874.8157142857144,3235.077142857143,2514.554285714286,0.09547826086956555
2020-05-29,2864.4926470588234,3222.674369747899,2506.3109243697477,0.09869565217391366
2020-05-30,2855.907608695652,3206.0896739130435,2505.725543478261,0.09847826086956539
2020-05-31,2855.1146408839777,3200.3895027624308,2509.839779005525,0.09726086956521779
2020-06-01,2862.2394957983192,3206.1456582633054,2518.3333333333335,0.09730434782608659
2020-06-02,2841.476323119777,3177.434540389972,2505.5181058495823,0.09895652173913046
2020-06-03,2832.8695054945056,3164.947802197802,2500.7912087912086,0.10000000000000069
2020-06-04,2882.9344444444446,3271.331111111111,2494.5377777777776,0.10156521739130402
2020-06-05,2830.903743315508,3152.5,2509.307486631016,0.10134782608695701
2020-06-07,2837.4718498659518,3169.6327077747987,2505.3109919571048,0.10073913043478215
2020-06-08,2833.7300469483566,3172.2065727699533,2495.2535211267605,0.10030434782608709
2020-06-09,2845.516795865633,3193.015503875969,2498.0180878552974,0.1013043478260869
2020-06-10,2832.8012295081967,3177.6967213114754,2487.905737704918,0.1037826086956527
2020-06-11,2852.3921348314607,3206.0224719101125,2498.761797752809,0.10117391304347731
2020-06-12,2800.2631578947367,3130.206627680312,2470.3196881091617,0.10143478260869682
2020-06-13,2870.6161616161617,3277.309090909091,2463.9232323232322,0.10195652173913106
2020-06-14,2844.522972972973,3183.7,2505.345945945946,0.10073913043478215
2020-06-15,2832.756097560976,3169.1073170731706,2496.4048780487806,0.10060869565217437
2020-06-16,2853.8628808864264,3201.556786703601,2506.168975069252,0.09986956521739171
2020-06-17,2856.983425414365,3210.6436464088397,2503.3232044198894,0.10060869565217402
2020-06-18,2857.4116022099447,3212.3701657458564,2502.453038674033,0.10078260869565255
2020-06-19,2846.759009009009,3191.3198198198197,2502.198198198198,0.10273913043478257
2020-06-20,2857.7526455026455,3211.7936507936506,2503.7116402116403,0.10260869565217305
2020-06-21,2855.7213333333334,3210.1093333333333,2501.3333333333335,0.10208695652173873
2020-06-22,2852.2473118279568,3207.9489247311826,2496.5456989247314,0.10156521739130403
2020-06-23,2852.957219251337,3208.596256684492,2497.318181818182,0.101478260869565
2020-06-24,2845.4308035714284,3190.5870535714284,2500.2745535714284,0.10330434782608736
2020-06-25,2856.854712041885,3207.390052356021,2506.3193717277486,0.10300000000000084
2020-06-26,2846.1750663129974,3189.941644562334,2502.4084880636606,0.10195652173913039
2020-06-27,2849.5252659574467,3194.7313829787236,2504.31914893617,0.10139130434782599
2020-06-28,2830.8135802469137,3173.945679012346,2487.6814814814816,0.10282608695652133
2020-06-29,2848.563492063492,3188.846560846561,2508.2804232804233,0.10178260869565259
2020-06-30,2839.783244680851,3177.2074468085107,2502.3590425531916,0.10039130434782595
2020-07-01,2760.851669941061,3081.2062868369353,2440.4970530451865,0.10430434782608698
2020-07-02,2805.481818181818,3137.368831168831,2473.5948051948053,0.10326086956521806
2020-07-03,2800.7596899224804,3131.3565891472867,2470.1627906976746,0.1019999999999996
2020-07-04,2806.2755102040815,3141.9005102040815,2470.6505102040815,0.10221739130434797
2020-07-05,2813.0178571428573,3155.910714285714,2470.125,0.10221739130434797
2020-07-06,2812.7811704834608,3155.3409669211196,2470.2213740458014,0.10234782608695583
2020-07-07,2806.551637279597,3152.168765743073,2460.934508816121,0.10304347826086964
2020-07-08,2803.1116751269037,3148.040609137056,2458.1827411167515,0.10260869565217302
2020-07-09,2801.625313283208,3149.3959899749375,2453.8546365914785,0.10330434782608712
2020-07-10,2801.6645728643216,3149.359296482412,2453.969849246231,0.10282608695652137
2020-07-11,2814.0463659147867,3158.8696741854637,2469.22305764411,0.1025217391304353
2020-07-12,2810.8147208121827,3147.1116751269037,2474.5177664974617,0.10226086956521667
2020-07-13,2800.805412371134,3126.7474226804125,2474.8634020618556,0.10086956521739136
2020-07-14,2800.293281653747,3123.374677002584,2477.2118863049095,0.10034782608695701
2020-07-15,2804.712082262211,3125.694087403599,2483.7300771208224,0.10065217391304332
2020-07-16,2798.110687022901,3118.1450381679388,2478.0763358778627,0.10021739130434783
2020-07-17,2805.5496183206105,3132.506361323155,2478.592875318066,0.10091304347826051
2020-07-18,2805.9443037974684,3126.5493670886076,2485.339240506329,0.10095652173913057
2020-07-19,2808.30179028133,3131.631713554987,2484.9718670076727,0.0999130434782602
2020-07-20,2810.6953727506425,3133.6529562982005,2487.737789203085,0.09913043478260873
2020-07-21,2812.5871794871796,3134.4564102564104,2490.7179487179487,0.09939130434782588
2020-07-22,2812.287878787879,3135.1414141414143,2489.4343434343436,0.10152173913043396
2020-07-23,2808.2568922305763,3130.1704260651627,2486.34335839599,0.10173913043478232
2020-07-24,2812.639650872818,3153.3640897755613,2471.915211970075,0.10217391304347899
2020-07-25,2808.589775561097,3156.2568578553614,2460.922693266833,0.10252173913043532
2020-07-26,2810.9840294840296,3160.4668304668303,2461.5012285012285,0.10404347826086985
2020-07-27,2808.6243781094527,3160.07960199005,2457.169154228856,0.10347826086956503
2020-07-28,2803.865,3153.87,2453.86,0.10339130434782584
2020-07-29,2793.280098280098,3132.938574938575,2453.6216216216217,0.10365217391304324
2020-07-30,2772.7170263788967,3091.3501199040766,2454.083932853717,0.10560869565217307
2020-07-31,2777.333734939759,3096.1855421686746,2458.4819277108436,0.10600000000000101
2020-08-01,2785.2052505966585,3101.7899761336516,2468.620525059666,0.10804347826086957
2020-08-02,2784.360849056604,3096.433962264151,2472.2877358490564,0.10791304347826083
2020-08-03,2786.393111638955,3098.2232779097385,2474.562945368171,0.1071739130434775
2020-08-04,2778.0623529411764,3098.494117647059,2457.630588235294,0.1069565217391305
2020-08-05,2763.9131944444443,3077.240740740741,2450.5856481481483,0.10726086956521688
2020-08-06,2767.9440639269405,3083.296803652968,2452.5913242009133,0.10791304347826089
2020-08-07,2793.3807495741057,3151.327086882453,2435.434412265758,0.10956521739130522
2020-08-08,2737.711764705882,3066.3333333333335,2409.0901960784313,0.10986956521739244
2020-08-09,2744.3352272727275,3048.797727272727,2439.8727272727274,0.1086521739130433
2020-08-10,2746.2494279176203,3051.7848970251716,2440.7139588100686,0.10721739130434757
2020-08-11,2712.693231441048,3013.2292576419213,2412.157205240175,0.10743478260869692
2020-08-12,2734.435450819672,3066.1803278688526,2402.690573770492,0.1109999999999991
2020-08-13,2734.230512249443,3039.554565701559,2428.9064587973276,0.11134782608695602
2020-08-14,2759.4367201426026,3125.5401069518716,2393.3333333333335,0.11386956521739187
2020-08-15,2718.504357298475,3012.7167755991286,2424.2919389978215,0.11339130434782696
2020-08-16,2744.0058939096266,3073.550098231827,2414.4616895874265,0.11399999999999905
2020-08-17,2723.9876543209875,3042.6563786008232,2405.3189300411523,0.11430434782608655
2020-08-18,2703.94060475162,2996.533477321814,2411.3477321814253,0.11399999999999923
2020-08-19,2715.3172043010754,3017.083870967742,2413.5505376344086,0.11378260869565132
2020-08-20,2719.86832412523,3060.637200736648,2379.0994475138123,0.11495652173913118
2020-08-21,2707.509719222462,3014.0777537796976,2400.9416846652266,0.11426086956521643
2020-08-22,2697.516025641026,3003.1388888888887,2391.8931623931626,0.1141304347826092
2020-08-23,2699.855626326964,3006.734607218684,2392.9766454352443,0.11456521739130378
2020-08-24,2699.556745182013,3005.7687366167024,2393.3447537473235,0.11395652173913152
2020-08-25,2696.2294900221727,3011.991130820399,2380.467849223947,0.10904347826087028
2020-08-26,2698.055437100213,3009.275053304904,2386.8358208955224,0.11478260869565349
2020-08-27,2685.0879237288136,2976.4110169491523,2393.7648305084745,0.11500000000000041
2020-08-28,2689.298947368421,2996.498947368421,2382.0989473684212,0.11643478260869447
2020-08-29,2679.6905263157896,2979.0315789473684,2380.3494736842104,0.1160869565217395
2020-08-30,2690.445974576271,3000.726694915254,2380.165254237288,0.11552173913043567
2020-08-31,2681.2743644067796,2979.4661016949153,2383.0826271186443,0.11569565217391228
2020-09-01,2691.009499136442,3016.385146804836,2365.6338514680483,0.11652173913043416
2020-09-02,2649.9276729559747,2938.119496855346,2361.735849056604,0.11678260869565135
2020-09-03,2676.8866366366365,2995.3258258258256,2358.4474474474473,0.1189999999999998
2020-09-04,2686.434256055363,3026.0121107266436,2346.8564013840833,0.11717391304347848
2020-09-05,2666.202163061564,2995.936772046589,2336.4675540765393,0.11852173913043519
2020-09-06,2688.710355987055,3035.6828478964403,2341.73786407767,0.11760869565217406
2020-09-07,2676.3171247357295,2982.875264270613,2369.7589852008455,0.11652173913043423
2020-09-08,2683.9580078125,3016.541015625,2351.375,0.1165217391304342
2020-09-09,2669.44926199262,3000.1752767527673,2338.723247232472,0.11721739130434913
2020-09-10,2673.547138047138,3003.838383838384,2343.2558922558924,0.1181739130434779
2020-09-11,2663.3544698544697,2975.8191268191267,2350.8898128898127,0.11791304347826072
2020-09-12,2690.5017211703957,3025.5318416523237,2355.4716006884682,0.11865217391304306
2020-09-13,2656.546468401487,2983.9126394052046,2329.1802973977697,0.11856521739130554
2020-09-14,2655.5476190476193,2966.026915113872,2345.0683229813662,0.11856521739130538
2020-09-15,2660.997418244406,2995.87091222031,2326.1239242685024,0.11921739130434658
2020-09-16,2602.202599388379,2924.1070336391435,2280.298165137615,0.11999999999999991
2020-09-17,2643.558401639344,2946.3688524590166,2340.747950819672,0.11965217391304447
2020-09-18,2632.6278118609407,2937.0163599182006,2328.239263803681,0.11947826086956473
2020-09-19,2629.676652892562,2931.1363636363635,2328.21694214876,0.11917391304347731
2020-09-20,2644.8505154639174,2957.542268041237,2332.1587628865977,0.11926086956521696
2020-09-21,2644.5414937759338,2953.2634854771786,2335.819502074689,0.11873913043478267
2020-09-22,2631.106471816284,2940.0375782881,2322.1753653444675,0.11899999999999979
2020-09-23,2623.9254201680674,2931.6806722689075,2316.1701680672268,0.11939130434782708
2020-09-24,2609.7696280991736,2910.9938016528927,2308.5454545454545,0.11956521739130463
2020-09-25,2623.4395833333333,2934.20625,2312.672916666667,0.11917391304347733
